USERID,NAME,SURNAME,EMAIL,GENDER,RACE,AGE,PROVINCE,SOCIAL_MEDIA_HANDLE,EMAIL_CLEANED,SOCIAL_MEDIA_HANDLE_CLEANED,AGE_GROUP
821009,Raymundo ,Mcclaine,Raymundo 435@mailxyz.com,male,indian_asian,27,Limpopo,@Raymundo 43,raymundo435@mailxyz.com,@raymundo43,25-34
821010,Valentine ,Tatham,Valentine 475@mailxyz.com,male,indian_asian,33,Limpopo,@Valentine 47,valentine475@mailxyz.com,@valentine47,25-34
821033,Len ,Beville,Len 445@mailxyz.com,male,other,32,Gauteng,@Len 44,len445@mailxyz.com,@len44,25-34
821041,Bret ,Mccown,Bret 312@gmail.com,male,coloured,37,Eastern Cape,@Bret 31,bret312@gmail.com,@bret31,35-44
821068,Royal ,Mccown,Royal 174@abcmail.com,male,,29,Western Cape,@Royal 17,royal174@abcmail.com,@royal17,25-34
821074,Hyman ,Zweifel,Hyman 83@mail.com,male,white,32,Eastern Cape,@Hyman 8,hyman83@mail.com,@hyman8,25-34
821083,Hyman ,Vital,Hyman 84@abcmail.com,male,indian_asian,36,Limpopo,@Hyman 8,hyman84@abcmail.com,@hyman8,35-44
821098,Jacinto ,Leicht,Jacinto 253@mail.com,male,,27,Free State,@Jacinto 25,jacinto253@mail.com,@jacinto25,25-34
821106,Bernardo ,Jacox,Bernardo 322@gmail.com,male,white,33,Gauteng,@Bernardo 32,bernardo322@gmail.com,@bernardo32,25-34
821120,,,Katharina 182@gmail.com,,,0,,,katharina182@gmail.com,,
821133,Royal ,Condie,Royal 175@mailxyz.com,male,indian_asian,31,Western Cape,@Royal 17,royal175@mailxyz.com,@royal17,25-34
821139,Yong ,Crotty,Yong 483@mail.com,male,coloured,26,Western Cape,@Yong 48,yong483@mail.com,@yong48,25-34
821146,Carter ,Pascarella,Carter 35@mailxyz.com,male,black,19,Mpumalanga,@Carter 3,carter35@mailxyz.com,@carter3,18-24
821163,Randy ,Mastrangelo,Randy 393@mail.com,male,black,30,Gauteng,@Randy 39,randy393@mail.com,@randy39,25-34
821166,Jared ,Arrieta,Jared 505@mailxyz.com,male,black,19,North West,@Jared 50,jared505@mailxyz.com,@jared50,18-24
821168,Robby ,Marek,Robby 162@gmail.com,male,,40,Free State,@Robby 16,robby162@gmail.com,@robby16,35-44
821186,Hollis ,Wigfall,Hollis 384@abcmail.com,male,black,21,Gauteng,@Hollis 38,hollis384@abcmail.com,@hollis38,18-24
821193,Wilburn ,Pascarella,Wilburn 303@mail.com,male,,24,Mpumalanga,@Wilburn 30,wilburn303@mail.com,@wilburn30,18-24
821198,Stacy ,Slane,Stacy 274@abcmail.com,male,indian_asian,28,Kwazulu Natal,@Stacy 27,stacy274@abcmail.com,@stacy27,25-34
821206,Royal ,Fudge,Royal 175@mailxyz.com,male,white,41,Gauteng,@Royal 17,royal175@mailxyz.com,@royal17,35-44
821222,Roxana ,Nicholls,Roxana 503@mail.com,female,black,113,Limpopo,@Roxana 50,roxana503@mail.com,@roxana50,65+
821223,Garry ,Bilyeu,Garry 283@mail.com,male,indian_asian,24,Limpopo,@Garry 28,garry283@mail.com,@garry28,18-24
821232,Garry ,Mina,Garry 281@yahoo.com,male,other,46,Gauteng,@Garry 28,garry281@yahoo.com,@garry28,45-54
821233,Abel ,Pascarella,Abel 181@yahoo.com,male,coloured,27,Western Cape,@Abel 18,abel181@yahoo.com,@abel18,25-34
821236,Abel ,Arrieta,Abel 182@gmail.com,male,,26,Western Cape,@Abel 18,abel182@gmail.com,@abel18,25-34
821260,Desirae ,Luthy,Desirae 172@gmail.com,female,black,47,Gauteng,@Desirae 17,desirae172@gmail.com,@desirae17,45-54
821285,Cody ,Shkreli,Cody 122@gmail.com,male,black,39,Western Cape,@Cody 12,cody122@gmail.com,@cody12,35-44
821289,Cody ,Langenfeld,Cody 124@abcmail.com,male,black,57,Western Cape,@Cody 12,cody124@abcmail.com,@cody12,55-64
821290,Lesli ,Martello,Lesli 461@yahoo.com,female,indian_asian,33,Kwazulu Natal,@Lesli 46,lesli461@yahoo.com,@lesli46,25-34
821309,Randy ,Mcclaine,Randy 392@gmail.com,male,black,22,Gauteng,@Randy 39,randy392@gmail.com,@randy39,18-24
821312,Abel ,Vital,Abel 182@gmail.com,male,white,35,Gauteng,@Abel 18,abel182@gmail.com,@abel18,35-44
821313,Eli ,Nicholls,Eli 293@mail.com,male,black,28,Mpumalanga,@Eli 29,eli293@mail.com,@eli29,25-34
821317,Chas ,Bilyeu,Chas 354@abcmail.com,male,white,42,Kwazulu Natal,@Chas 35,chas354@abcmail.com,@chas35,35-44
821329,Art ,Holt,Art 401@yahoo.com,male,indian_asian,37,Eastern Cape,@Art 40,art401@yahoo.com,@art40,35-44
821336,Wilburn ,Pascarella,Wilburn 302@gmail.com,male,coloured,44,Western Cape,@Wilburn 30,wilburn302@gmail.com,@wilburn30,35-44
821350,Katharina ,Condie,Katharina 133@mail.com,female,black,26,Kwazulu Natal,@Katharina 13,katharina133@mail.com,@katharina13,25-34
821351,Samuel ,Leicht,Samuel 263@mail.com,male,coloured,27,Western Cape,@Samuel 26,samuel263@mail.com,@samuel26,25-34
821354,Claud ,Mccown,Claud 343@mail.com,male,coloured,29,Kwazulu Natal,@Claud 34,claud343@mail.com,@claud34,25-34
821362,Brendan ,Slane,Brendan 453@mail.com,male,white,40,Eastern Cape,@Brendan 45,brendan453@mail.com,@brendan45,35-44
821371,Adela ,Vital,Adela 364@abcmail.com,female,,113,Eastern Cape,@Adela 36,adela364@abcmail.com,@adela36,65+
821379,Tiffani ,Pilot,Tiffani 461@yahoo.com,female,black,17,Mpumalanga,@Tiffani 46,tiffani461@yahoo.com,@tiffani46,<18
821393,Brendan ,Singer,Brendan 454@abcmail.com,male,black,35,Kwazulu Natal,@Brendan 45,brendan454@abcmail.com,@brendan45,35-44
821402,Bret ,Bilyeu,Bret 313@mail.com,male,black,24,Gauteng,@Bret 31,bret313@mail.com,@bret31,18-24
821432,Jared ,Shkreli,Jared 504@abcmail.com,male,indian_asian,29,Limpopo,@Jared 50,jared504@abcmail.com,@jared50,25-34
821434,Bernardo ,Marek,Bernardo 323@mail.com,male,black,26,Gauteng,@Bernardo 32,bernardo323@mail.com,@bernardo32,25-34
821443,Eli ,Mina,Eli 293@mail.com,male,coloured,34,Western Cape,@Eli 29,eli293@mail.com,@eli29,25-34
821477,Eli ,Sieren,Eli 295@mailxyz.com,male,other,35,Gauteng,@Eli 29,eli295@mailxyz.com,@eli29,35-44
821490,Wilburn ,Arrieta,Wilburn 302@gmail.com,male,indian_asian,36,Kwazulu Natal,@Wilburn 30,wilburn302@gmail.com,@wilburn30,35-44
821498,Loris ,Hier,Loris 91@yahoo.com,female,black,10,Western Cape,@Loris 9,loris91@yahoo.com,@loris9,<18
821551,Len ,Roquemore,Len 445@mailxyz.com,male,white,36,Kwazulu Natal,@Len 44,len445@mailxyz.com,@len44,35-44
821559,Hugh,Caves,Hugh15@mailxyz.com,male,coloured,38,Western Cape,@Hugh1,hugh15@mailxyz.com,@hugh1,35-44
821560,Bret ,Zweifel,Bret 312@gmail.com,male,coloured,27,Kwazulu Natal,@Bret 31,bret312@gmail.com,@bret31,25-34
821569,Charlie ,Jacox,Charlie 363@mail.com,male,white,52,Gauteng,@Charlie 36,charlie363@mail.com,@charlie36,45-54
821584,Brendan ,Crotty,Brendan 451@yahoo.com,male,black,30,Northern Cape,@Brendan 45,brendan451@yahoo.com,@brendan45,25-34
821626,,,Eula 322@gmail.com,,,0,,,eula322@gmail.com,,
821631,Abel ,Mastrangelo,Abel 185@mailxyz.com,male,black,31,Gauteng,@Abel 18,abel185@mailxyz.com,@abel18,25-34
821653,Eli ,Hier,Eli 295@mailxyz.com,male,black,39,Kwazulu Natal,@Eli 29,eli295@mailxyz.com,@eli29,35-44
821657,Abel ,Mastrangelo,Abel 184@abcmail.com,male,,21,Kwazulu Natal,@Abel 18,abel184@abcmail.com,@abel18,18-24
821662,Yong ,Bilyeu,Yong 483@mail.com,male,black,37,Gauteng,@Yong 48,yong483@mail.com,@yong48,35-44
821676,Eula ,Mccown,Eula 375@mailxyz.com,female,black,40,Limpopo,@Eula 37,eula375@mailxyz.com,@eula37,35-44
821692,Bernardo ,Fudge,Bernardo 325@mailxyz.com,male,coloured,28,Eastern Cape,@Bernardo 32,bernardo325@mailxyz.com,@bernardo32,25-34
821702,Michel ,Biggers,Michel 202@gmail.com,male,black,31,Western Cape,@Michel 20,michel202@gmail.com,@michel20,25-34
821709,Brendan ,Caves,Brendan 451@yahoo.com,male,indian_asian,28,Kwazulu Natal,@Brendan 45,brendan451@yahoo.com,@brendan45,25-34
821710,Filiberto ,Gettys,Filiberto 44@abcmail.com,male,black,30,Gauteng,@Filiberto 4,filiberto44@abcmail.com,@filiberto4,25-34
821721,Meghann ,Curran,Meghann 191@yahoo.com,female,white,25,Gauteng,@Meghann 19,meghann191@yahoo.com,@meghann19,25-34
821730,Bernardo ,Styer,Bernardo 323@mail.com,male,black,38,Gauteng,@Bernardo 32,bernardo323@mail.com,@bernardo32,35-44
821734,Earl ,Luthy,Earl 423@mail.com,male,black,27,Gauteng,@Earl 42,earl423@mail.com,@earl42,25-34
821735,Efren ,Marek,Efren 131@yahoo.com,male,white,36,Gauteng,@Efren 13,efren131@yahoo.com,@efren13,35-44
821736,Garry ,Hier,Garry 284@abcmail.com,male,indian_asian,25,Limpopo,@Garry 28,garry284@abcmail.com,@garry28,25-34
821746,Lucas ,Curran,Lucas 233@mail.com,male,black,30,North West,@Lucas 23,lucas233@mail.com,@lucas23,25-34
821747,Kyle ,Deblois,Kyle 63@mail.com,male,coloured,30,Western Cape,@Kyle 6,kyle63@mail.com,@kyle6,25-34
821773,Valentine ,Vital,Valentine 474@abcmail.com,male,coloured,26,Eastern Cape,@Valentine 47,valentine474@abcmail.com,@valentine47,25-34
821788,Donald ,Mcculloch,Donald 222@gmail.com,male,white,45,Western Cape,@Donald 22,donald222@gmail.com,@donald22,45-54
821816,Randy ,Arrieta,Randy 395@mailxyz.com,male,black,35,Gauteng,@Randy 39,randy395@mailxyz.com,@randy39,35-44
821820,Donald ,Nicholls,Donald 221@yahoo.com,male,black,23,Mpumalanga,@Donald 22,donald221@yahoo.com,@donald22,18-24
821824,,,Felipa 275@mailxyz.com,,,0,,,felipa275@mailxyz.com,,
821843,Brendan ,Biggers,Brendan 451@yahoo.com,male,black,30,Limpopo,@Brendan 45,brendan451@yahoo.com,@brendan45,25-34
821866,Earl ,Leicht,Earl 423@mail.com,male,coloured,44,Western Cape,@Earl 42,earl423@mail.com,@earl42,35-44
821877,Michel ,Pool,Michel 201@yahoo.com,male,black,28,Gauteng,@Michel 20,michel201@yahoo.com,@michel20,25-34
821878,Eli ,Mosser,Eli 293@mail.com,male,white,27,Gauteng,@Eli 29,eli293@mail.com,@eli29,25-34
821879,Efren ,Arrieta,Efren 132@gmail.com,male,coloured,30,Western Cape,@Efren 13,efren132@gmail.com,@efren13,25-34
821893,Art ,Reisinger,Art 402@gmail.com,male,white,33,Gauteng,@Art 40,art402@gmail.com,@art40,25-34
821908,Cody ,Slane,Cody 122@gmail.com,male,coloured,24,Northern Cape,@Cody 12,cody122@gmail.com,@cody12,18-24
821926,Carter ,Vital,Carter 33@mail.com,male,white,28,Western Cape,@Carter 3,carter33@mail.com,@carter3,25-34
821930,Wilburn ,Martello,Wilburn 302@gmail.com,male,black,25,Limpopo,@Wilburn 30,wilburn302@gmail.com,@wilburn30,25-34
821936,Earl ,Restivo,Earl 423@mail.com,male,black,27,Gauteng,@Earl 42,earl423@mail.com,@earl42,25-34
821939,Desirae ,Luthy,Desirae 202@gmail.com,female,black,36,Gauteng,@Desirae 20,desirae202@gmail.com,@desirae20,35-44
821943,Kip ,Restivo,Kip 141@yahoo.com,male,white,28,Gauteng,@Kip 14,kip141@yahoo.com,@kip14,25-34
821946,,,Emilie 391@yahoo.com,,,0,,,emilie391@yahoo.com,,
821952,Hollis ,Bilyeu,Hollis 385@mailxyz.com,male,coloured,33,Eastern Cape,@Hollis 38,hollis385@mailxyz.com,@hollis38,25-34
821956,Valentine ,Paradis,Valentine 473@mail.com,male,black,22,Gauteng,@Valentine 47,valentine473@mail.com,@valentine47,18-24
821963,Shelley ,Reisinger,Shelley 472@gmail.com,female,black,32,Kwazulu Natal,@Shelley 47,shelley472@gmail.com,@shelley47,25-34
821975,Charlie ,Leicht,Charlie 365@mailxyz.com,male,black,22,Gauteng,@Charlie 36,charlie365@mailxyz.com,@charlie36,18-24
821993,Wilburn ,Condie,Wilburn 305@mailxyz.com,male,indian_asian,23,Mpumalanga,@Wilburn 30,wilburn305@mailxyz.com,@wilburn30,18-24
821994,Dion ,Martello,Dion 332@gmail.com,male,black,23,Free State,@Dion 33,dion332@gmail.com,@dion33,18-24
821997,Hollis ,Wigfall,Hollis 383@mail.com,male,black,27,Gauteng,@Hollis 38,hollis383@mail.com,@hollis38,25-34
822008,Lloyd ,Roquemore,Lloyd 71@yahoo.com,male,coloured,14,Gauteng,@Lloyd 7,lloyd71@yahoo.com,@lloyd7,<18
822018,Filiberto ,Bilyeu,Filiberto 42@gmail.com,male,white,35,Western Cape,@Filiberto 4,filiberto42@gmail.com,@filiberto4,35-44
822027,Yolonda ,Pascarella,Yolonda 294@abcmail.com,female,black,24,Gauteng,@Yolonda 29,yolonda294@abcmail.com,@yolonda29,18-24
822033,Hyman ,Beville,Hyman 85@mailxyz.com,male,black,40,Kwazulu Natal,@Hyman 8,hyman85@mailxyz.com,@hyman8,35-44
822036,Kyle ,Singer,Kyle 61@yahoo.com,male,black,40,Gauteng,@Kyle 6,kyle61@yahoo.com,@kyle6,35-44
822040,Samuel ,Singer,Samuel 265@mailxyz.com,male,indian_asian,30,Limpopo,@Samuel 26,samuel265@mailxyz.com,@samuel26,25-34
822062,Irving ,Caves,Irving 54@abcmail.com,male,coloured,27,Free State,@Irving 5,irving54@abcmail.com,@irving5,25-34
822063,Randy ,Mccown,Randy 391@yahoo.com,male,,36,Western Cape,@Randy 39,randy391@yahoo.com,@randy39,35-44
822066,Romeo ,Arrieta,Romeo 373@mail.com,male,indian_asian,38,Limpopo,@Romeo 37,romeo373@mail.com,@romeo37,35-44
822067,Charlie ,Condie,Charlie 365@mailxyz.com,male,coloured,38,Gauteng,@Charlie 36,charlie365@mailxyz.com,@charlie36,35-44
822070,Earline ,Zweifel,Earline 501@yahoo.com,female,black,33,Gauteng,@Earline 50,earline501@yahoo.com,@earline50,25-34
822075,Emerson ,Woolard,Emerson 241@yahoo.com,male,black,23,Gauteng,@Emerson 24,emerson241@yahoo.com,@emerson24,18-24
822076,Carter ,Jacox,Carter 34@abcmail.com,male,,50,Free State,@Carter 3,carter34@abcmail.com,@carter3,45-54
822089,Yong ,Mosser,Yong 481@yahoo.com,male,white,31,Kwazulu Natal,@Yong 48,yong481@yahoo.com,@yong48,25-34
822091,Royal ,Styer,Royal 171@yahoo.com,male,indian_asian,30,Gauteng,@Royal 17,royal171@yahoo.com,@royal17,25-34
822111,Dee ,Biggers,Dee 214@abcmail.com,male,white,30,Western Cape,@Dee 21,dee214@abcmail.com,@dee21,25-34
822116,Markus ,Roquemore,Markus 194@abcmail.com,male,white,42,Mpumalanga,@Markus 19,markus194@abcmail.com,@markus19,35-44
822136,Claud ,Borelli,Claud 344@abcmail.com,male,black,36,Northern Cape,@Claud 34,claud344@abcmail.com,@claud34,35-44
822141,Kip ,Beville,Kip 144@abcmail.com,male,white,41,Gauteng,@Kip 14,kip144@abcmail.com,@kip14,35-44
822142,Shane ,Roquemore,Shane 23@mail.com,male,black,33,Gauteng,@Shane 2,shane23@mail.com,@shane2,25-34
822152,Lane ,Martello,Lane 111@yahoo.com,male,indian_asian,39,Gauteng,@Lane 11,lane111@yahoo.com,@lane11,35-44
822163,Kyle ,Wigfall,Kyle 61@yahoo.com,male,black,37,Gauteng,@Kyle 6,kyle61@yahoo.com,@kyle6,35-44
822174,Kyle ,Styer,Kyle 64@abcmail.com,male,black,39,Gauteng,@Kyle 6,kyle64@abcmail.com,@kyle6,35-44
822182,Haywood ,Pool,Haywood 93@mail.com,male,white,56,Kwazulu Natal,@Haywood 9,haywood93@mail.com,@haywood9,55-64
822187,Wilburn ,Mccown,Wilburn 302@gmail.com,male,white,49,Gauteng,@Wilburn 30,wilburn302@gmail.com,@wilburn30,45-54
822190,Len ,Crotty,Len 442@gmail.com,male,coloured,39,Western Cape,@Len 44,len442@gmail.com,@len44,35-44
822193,Charlie ,Singer,Charlie 361@yahoo.com,male,coloured,27,Western Cape,@Charlie 36,charlie361@yahoo.com,@charlie36,25-34
822205,Emerson ,Mastrangelo,Emerson 242@gmail.com,male,white,44,Gauteng,@Emerson 24,emerson242@gmail.com,@emerson24,35-44
822211,Dion ,Singer,Dion 335@mailxyz.com,male,black,43,Eastern Cape,@Dion 33,dion335@mailxyz.com,@dion33,35-44
822212,Samuel ,Pascarella,Samuel 263@mail.com,male,white,47,Gauteng,@Samuel 26,samuel263@mail.com,@samuel26,45-54
822215,Shane ,Vital,Shane 24@abcmail.com,male,black,31,Gauteng,@Shane 2,shane24@abcmail.com,@shane2,25-34
822249,Stefan ,Fudge,Stefan 463@mail.com,male,coloured,29,Western Cape,@Stefan 46,stefan463@mail.com,@stefan46,25-34
822250,Efren ,Crotty,Efren 134@abcmail.com,male,coloured,31,Western Cape,@Efren 13,efren134@abcmail.com,@efren13,25-34
822256,Loyd ,Leicht,Loyd 491@yahoo.com,male,black,10,Kwazulu Natal,@Loyd 49,loyd491@yahoo.com,@loyd49,<18
822258,Shane ,Slane,Shane 25@mailxyz.com,male,coloured,35,Kwazulu Natal,@Shane 2,shane25@mailxyz.com,@shane2,35-44
822265,Hugh,Pilot,Hugh15@mailxyz.com,male,indian_asian,36,Gauteng,@Hugh1,hugh15@mailxyz.com,@hugh1,35-44
822267,Garry ,Luthy,Garry 284@abcmail.com,male,black,42,Gauteng,@Garry 28,garry284@abcmail.com,@garry28,35-44
822277,Stefan ,Deblois,Stefan 462@gmail.com,male,black,50,Gauteng,@Stefan 46,stefan462@gmail.com,@stefan46,45-54
822289,Royal ,Zweifel,Royal 171@yahoo.com,male,black,40,Gauteng,@Royal 17,royal171@yahoo.com,@royal17,35-44
822319,Roxana ,Nicholls,Roxana 114@abcmail.com,female,black,64,Gauteng,@Roxana 11,roxana114@abcmail.com,@roxana11,55-64
822328,Earl ,Gettys,Earl 425@mailxyz.com,male,black,33,Kwazulu Natal,@Earl 42,earl425@mailxyz.com,@earl42,25-34
822334,Hugh,Lavoie,Hugh14@abcmail.com,male,indian_asian,22,Gauteng,@Hugh1,hugh14@abcmail.com,@hugh1,18-24
822342,Donald ,Beville,Donald 224@abcmail.com,male,indian_asian,22,Western Cape,@Donald 22,donald224@abcmail.com,@donald22,18-24
822343,Jacinto ,Borelli,Jacinto 251@yahoo.com,male,,41,Gauteng,@Jacinto 25,jacinto251@yahoo.com,@jacinto25,35-44
822358,Loyd ,Tancredi,Loyd 494@abcmail.com,male,indian_asian,29,Gauteng,@Loyd 49,loyd494@abcmail.com,@loyd49,25-34
822361,Romeo ,Beville,Romeo 373@mail.com,male,black,36,Gauteng,@Romeo 37,romeo373@mail.com,@romeo37,35-44
822366,Adela ,Vital,Adela 182@gmail.com,female,black,40,Mpumalanga,@Adela 18,adela182@gmail.com,@adela18,35-44
822368,Lucas ,Borelli,Lucas 232@gmail.com,male,white,44,Mpumalanga,@Lucas 23,lucas232@gmail.com,@lucas23,35-44
822372,Efren ,Deblois,Efren 132@gmail.com,male,black,36,Eastern Cape,@Efren 13,efren132@gmail.com,@efren13,35-44
822373,Dion ,Gettys,Dion 334@abcmail.com,male,black,27,North West,@Dion 33,dion334@abcmail.com,@dion33,25-34
822376,Chas ,Singer,Chas 352@gmail.com,male,coloured,38,Western Cape,@Chas 35,chas352@gmail.com,@chas35,35-44
822377,Carter ,Biggers,Carter 32@gmail.com,male,coloured,37,Western Cape,@Carter 3,carter32@gmail.com,@carter3,35-44
822382,Earl ,Deblois,Earl 422@gmail.com,male,black,35,Gauteng,@Earl 42,earl422@gmail.com,@earl42,35-44
822395,Claud ,Gettys,Claud 344@abcmail.com,male,white,28,Gauteng,@Claud 34,claud344@abcmail.com,@claud34,25-34
822409,Stacy ,Paradis,Stacy 272@gmail.com,male,white,44,Gauteng,@Stacy 27,stacy272@gmail.com,@stacy27,35-44
822416,Donald ,Curran,Donald 223@mail.com,male,indian_asian,51,Gauteng,@Donald 22,donald223@mail.com,@donald22,45-54
822420,Markus ,Woolard,Markus 191@yahoo.com,male,coloured,27,Western Cape,@Markus 19,markus191@yahoo.com,@markus19,25-34
822429,Samuel ,Slane,Samuel 263@mail.com,male,black,9,Gauteng,@Samuel 26,samuel263@mail.com,@samuel26,<18
822432,Michel ,Arrieta,Michel 204@abcmail.com,male,,20,Kwazulu Natal,@Michel 20,michel204@abcmail.com,@michel20,18-24
822436,Haywood ,Hier,Haywood 95@mailxyz.com,male,,29,Gauteng,@Haywood 9,haywood95@mailxyz.com,@haywood9,25-34
822441,Loris ,Hier,Loris 271@yahoo.com,female,black,38,Free State,@Loris 27,loris271@yahoo.com,@loris27,35-44
822450,Chas ,Borelli,Chas 351@yahoo.com,male,white,32,Gauteng,@Chas 35,chas351@yahoo.com,@chas35,25-34
822455,Emerson ,Sieren,Emerson 242@gmail.com,male,,35,Western Cape,@Emerson 24,emerson242@gmail.com,@emerson24,35-44
822457,Hugh,Luthy,Hugh15@mailxyz.com,male,,30,Gauteng,@Hugh1,hugh15@mailxyz.com,@hugh1,25-34
822459,Lucas ,Reisinger,Lucas 235@mailxyz.com,male,white,21,Gauteng,@Lucas 23,lucas235@mailxyz.com,@lucas23,18-24
822460,Samuel ,Marek,Samuel 263@mail.com,male,white,44,Gauteng,@Samuel 26,samuel263@mail.com,@samuel26,35-44
822466,Wilburn ,Caves,Wilburn 301@yahoo.com,male,,58,Western Cape,@Wilburn 30,wilburn301@yahoo.com,@wilburn30,55-64
822467,Wilton ,Jacox,Wilton 412@gmail.com,male,indian_asian,46,Free State,@Wilton 41,wilton412@gmail.com,@wilton41,45-54
822472,Efren ,Singer,Efren 132@gmail.com,male,coloured,40,Western Cape,@Efren 13,efren132@gmail.com,@efren13,35-44
822477,Donald ,Mccollum,Donald 225@mailxyz.com,male,indian_asian,45,Gauteng,@Donald 22,donald225@mailxyz.com,@donald22,45-54
822497,Hyman ,Nicholls,Hyman 82@gmail.com,male,coloured,35,Western Cape,@Hyman 8,hyman82@gmail.com,@hyman8,35-44
822502,Eli ,Mina,Eli 293@mail.com,male,white,32,Western Cape,@Eli 29,eli293@mail.com,@eli29,25-34
822505,Abel ,Mosser,Abel 181@yahoo.com,male,coloured,45,Western Cape,@Abel 18,abel181@yahoo.com,@abel18,45-54
822507,,,Seema 443@mail.com,,,0,,,seema443@mail.com,,
822511,Loyd ,Leicht,Loyd 495@mailxyz.com,male,black,28,Western Cape,@Loyd 49,loyd495@mailxyz.com,@loyd49,25-34
822513,Raymundo ,Biggers,Raymundo 434@abcmail.com,male,black,45,Gauteng,@Raymundo 43,raymundo434@abcmail.com,@raymundo43,45-54
822526,Cody ,Langenfeld,Cody 122@gmail.com,male,coloured,37,Eastern Cape,@Cody 12,cody122@gmail.com,@cody12,35-44
822534,Lane ,Slane,Lane 113@mail.com,male,,38,Western Cape,@Lane 11,lane113@mail.com,@lane11,35-44
822538,Romeo ,Pilot,Romeo 374@abcmail.com,male,indian_asian,37,Western Cape,@Romeo 37,romeo374@abcmail.com,@romeo37,35-44
822539,Bernardo ,Wigfall,Bernardo 322@gmail.com,male,black,23,Gauteng,@Bernardo 32,bernardo322@gmail.com,@bernardo32,18-24
822542,Filiberto ,Reisinger,Filiberto 44@abcmail.com,male,black,21,Gauteng,@Filiberto 4,filiberto44@abcmail.com,@filiberto4,18-24
822555,Loyd ,Roquemore,Loyd 491@yahoo.com,male,white,33,North West,@Loyd 49,loyd491@yahoo.com,@loyd49,25-34
822557,Wilton ,Nicholls,Wilton 411@yahoo.com,male,black,27,Limpopo,@Wilton 41,wilton411@yahoo.com,@wilton41,25-34
822560,Romeo ,Hier,Romeo 372@gmail.com,male,white,23,Eastern Cape,@Romeo 37,romeo372@gmail.com,@romeo37,18-24
830836,Yong ,Holt,Yong 485@mailxyz.com,male,,21,Free State,@Yong 48,yong485@mailxyz.com,@yong48,18-24
830884,Carter ,Beville,Carter 31@yahoo.com,male,white,50,Gauteng,@Carter 3,carter31@yahoo.com,@carter3,45-54
830921,Shane ,Mcculloch,Shane 24@abcmail.com,male,white,22,Eastern Cape,@Shane 2,shane24@abcmail.com,@shane2,18-24
830923,Lloyd ,Tancredi,Lloyd 74@abcmail.com,male,coloured,31,Western Cape,@Lloyd 7,lloyd74@abcmail.com,@lloyd7,25-34
830954,,,Iva 461@yahoo.com,,,0,,,iva461@yahoo.com,,
830980,Jared ,Zweifel,Jared 502@gmail.com,male,indian_asian,42,Kwazulu Natal,@Jared 50,jared502@gmail.com,@jared50,35-44
831030,Wilton ,Tancredi,Wilton 414@abcmail.com,male,coloured,26,Western Cape,@Wilton 41,wilton414@abcmail.com,@wilton41,25-34
831031,,,Rebekah 103@mail.com,,,0,,,rebekah103@mail.com,,
831111,Stacy ,Beville,Stacy 275@mailxyz.com,male,indian_asian,35,Kwazulu Natal,@Stacy 27,stacy275@mailxyz.com,@stacy27,35-44
831117,Stacy ,Woolard,Stacy 271@yahoo.com,male,black,20,Mpumalanga,@Stacy 27,stacy271@yahoo.com,@stacy27,18-24
831147,Michel ,Leicht,Michel 202@gmail.com,male,,27,Gauteng,@Michel 20,michel202@gmail.com,@michel20,25-34
831150,Cody ,Sytsma,Cody 123@mail.com,male,,39,Western Cape,@Cody 12,cody123@mail.com,@cody12,35-44
831231,Markus ,Nicholls,Markus 195@mailxyz.com,male,black,33,Mpumalanga,@Markus 19,markus195@mailxyz.com,@markus19,25-34
831250,Dee ,Mcculloch,Dee 215@mailxyz.com,male,indian_asian,33,Limpopo,@Dee 21,dee215@mailxyz.com,@dee21,25-34
831314,Chas ,Mastrangelo,Chas 351@yahoo.com,male,black,19,North West,@Chas 35,chas351@yahoo.com,@chas35,18-24
831349,Dee ,Mccollum,Dee 213@mail.com,male,black,32,Free State,@Dee 21,dee213@mail.com,@dee21,25-34
831413,Hyman ,Martello,Hyman 83@mail.com,male,black,25,North West,@Hyman 8,hyman83@mail.com,@hyman8,25-34
831446,Stefan ,Bilyeu,Stefan 462@gmail.com,male,white,22,Gauteng,@Stefan 46,stefan462@gmail.com,@stefan46,18-24
831500,Eli ,Woolard,Eli 292@gmail.com,male,black,40,Kwazulu Natal,@Eli 29,eli292@gmail.com,@eli29,35-44
831510,Stacy ,Tatham,Stacy 275@mailxyz.com,male,indian_asian,40,Kwazulu Natal,@Stacy 27,stacy275@mailxyz.com,@stacy27,35-44
831514,Emerson ,Langenfeld,Emerson 241@yahoo.com,male,black,29,Gauteng,@Emerson 24,emerson241@yahoo.com,@emerson24,25-34
831515,Shane ,Tatham,Shane 24@abcmail.com,male,white,37,Limpopo,@Shane 2,shane24@abcmail.com,@shane2,35-44
831559,Dee ,Slane,Dee 214@abcmail.com,male,,34,Gauteng,@Dee 21,dee214@abcmail.com,@dee21,25-34
831563,Dia ,Arrieta,Dia 223@mail.com,female,indian_asian,23,Gauteng,@Dia 22,dia223@mail.com,@dia22,18-24
831588,Valentine ,Pascarella,Valentine 472@gmail.com,male,white,18,Gauteng,@Valentine 47,valentine472@gmail.com,@valentine47,18-24
831604,Samuel ,Wigfall,Samuel 264@abcmail.com,male,,36,Western Cape,@Samuel 26,samuel264@abcmail.com,@samuel26,35-44
